Filename,Clasificacion,Rectangularity1,Rectangularity2,HMean,SMean,Vmean,MeanGray,Eccentricity,Ellipcity,Orientation,Amount of touching pixels,Amount of Skin,Number of touched corners,Hue std,Perimeter,Compactness1,CentroideX,CentroideY,Size1,Size2,Polygonfillrate,Skinfillrate,Areacara
IMAGEN (175).jpg,Pornografico,0.289093498,0.46875788,12.20735556,65.00848889,171.4934667,0.358855556,0.633480304,0.339353288,0.072337331,0,0.437917942,0,23.51217376,2119.935208,0.06781289,435,297,7.89453125,6.051432292,35.28349012,22.3186849,0
IMAGEN (176).jpg,Pornografico,0.364403603,0.523569139,10.25790413,48.49326449,199.4945394,0.306136325,0.8359532,0.313111733,1.349666352,0,0.194131772,0,17.7582482,1539.217388,0.075283439,175,388,4.620279948,3.341308594,27.29594884,15.45605469,0
IMAGEN (177).jpg,Pornografico,0.555966714,0.543008123,18.72408772,70.46447368,192.8203333,0.580315789,1.690837867,0.467990564,0.685487439,0,0.438084333,0,39.89593123,1351.394011,0.202990291,123,382,9.603027344,9.279622396,55.94163511,44.02473958,0
IMAGEN (178).jpg,Pornografico,0.435329156,0.357061814,44.80018168,82.38085807,131.6720823,0.371461333,2.336189605,0.696547106,0.325007872,0,0.327183472,0,71.32073374,1948.195093,0.068532148,339,162,6.737955729,6.639811198,42.536719,24.99348958,0
IMAGEN (179).jpg,Pornografico,0.596122655,0.657803713,38.98252119,67.34456215,138.1909958,0.242284605,3.824935029,0.819048377,0.864182124,0,0.178955379,0,58.31781665,853.5361467,0.227161812,409,328,4.286946615,4.046386719,45.90555965,14.61490885,0
IMAGEN (180).jpg,Pornografico,0.539984555,0.518121262,21.49160233,82.37300166,176.2116778,0.454931105,0.03535789,0.587690515,-0.442374223,0,0.910530717,0,37.03583173,2126.26111,0.23116383,243,113,27.07210286,10.42317708,52.52073792,38.92871094,0
IMAGEN (181).jpg,Pornografico,0.506482327,0.830682514,16.18111172,83.17295527,152.982424,0.521284908,0.054787789,0.556455557,-0.960070362,0,0.616516724,0,26.22957445,2331.148412,0.108230173,475,267,15.23551432,8.15999349,49.49390929,38.20507813,0.013558304
IMAGEN (182).jpg,Pornografico,0.612134142,0.455826941,15.52509065,134.7560906,129.0911829,0.586007494,0.686793804,0.301633401,-0.429055209,0,1.685041382,0,18.68481685,2986.469263,0.198721706,278,315,45.9124349,7.350423177,70.19577272,48.83789063,0
IMAGEN (183).jpg,Pornografico,0.552288399,0.563326638,30.72477385,101.8670849,149.9240444,0.607791071,0.196405074,0.395507866,0.950546841,0,0.257021732,0,47.03930586,974.0975465,0.24356244,248,304,5.986653646,5.634765625,63.72984534,18.93359375,0
IMAGEN (184).jpg,Pornografico,0.605458098,0.620559394,11.69730787,100.2896873,179.1086483,0.634268449,0.349678392,0.378041396,0.100291317,0,1.044785283,1,11.89161045,2702.594155,0.14090943,448,354,26.66064453,14.90364583,61.92387174,50.75683594,0
IMAGEN (185).jpg,Pornografico,0.451385442,0.337789906,23.61280689,83.38326948,130.474656,0.488136431,0.089581706,0.145252777,-0.491809176,0,0.56857323,0,46.75755811,1759.484415,0.174269001,498,367,13.97526042,11.93717448,53.99645998,25.79231771,0
IMAGEN (186).jpg,Pornografico,0.231909403,0.382337757,15.74690511,58.05867153,214.1583504,0.375167883,0.593406726,0.414495505,1.570796327,25699,0.305230815,1,31.94183059,1412.648845,0.099270825,92,359,5.131673177,4.768391927,31.64202528,28.29199219,0
IMAGEN (187).jpg,Pornografico,0.587506035,0.393159786,12.80961957,90.13370018,182.7634194,0.560643116,0.490585762,0.535033257,-0.430917146,0,1.443445987,0,25.41627695,4110.292639,0.091576899,330,317,40.07747396,5.732747396,59.62749723,52.07942708,0.109491541
IMAGEN (188).jpg,Pornografico,0.464382698,0.347359962,17.02557788,94.65300762,165.4400118,0.465130024,0.22452692,0.243393478,1.134169167,0,0.164624893,0,23.6215893,1462.246825,0.079009779,236,140,4.376139323,1.58186849,54.79610527,9.727539063,0
IMAGEN (189).jpg,Pornografico,0.642394678,0.537677825,15.93007863,154.3344084,149.987837,0.611648644,0.513652374,0.333500557,-1.430001808,0,0.332624965,0,25.71374077,1503.460028,0.156312993,281,199,9.152669271,7.455729167,49.43378689,39.69726563,0.181639184
IMAGEN (190).jpg,Pornografico,0.457954734,0.667010951,23.53897673,103.3659345,172.9298702,0.480824881,0.422051719,0.326808927,-0.735830444,0,1.455961342,0,28.64381596,4669.593288,0.069536572,343,318,39.27718099,2.710286458,61.36122209,44.05761719,0
IMAGEN (191).jpg,Pornografico,0.297933663,0.543607222,23.04337831,83.14961986,147.0262618,0.444759573,0.627767643,0.318535787,-1.500489863,0,0.500390298,0,32.69901707,2088.337229,0.081821187,268,253,9.243489583,4.553873698,53.66926633,24.87044271,0
IMAGEN (192).jpg,Pornografico,0.500926522,0.426003982,26.70458107,75.60924573,186.0873092,0.391428653,3.492201385,0.756725142,0.312462896,0,0.458430754,0,40.73599421,2807.273303,0.066923623,422,174,13.66210938,3.795410156,45.15573263,19.41861979,0
IMAGEN (193).jpg,Pornografico,0.217089423,0.631352123,11.76239242,56.8502017,201.0554292,0.33926669,0.635886754,0.580037458,0.49717163,0,0.626094663,0,7.947074199,3477.395237,0.029883416,294,367,9.360677083,2.548990885,44.28417838,21.11263021,0
IMAGEN (194).jpg,Pornografico,0.216342075,0.402646237,11.93698472,56.99207461,201.0512242,0.336018916,0.610138486,0.599579296,0.532843888,0,0.589364644,0,9.01288185,3541.738382,0.027761619,297,373,9.020833333,3.818522135,40.68675142,20.06152344,0
IMAGEN (195).jpg,Pornografico,0.239280737,0.508380156,12.88440546,62.27091185,199.9025558,0.348538012,1.855125804,0.473152286,0.275805899,0,0.176140089,0,14.04718068,1386.163564,0.051931248,240,276,2.584798177,0.785970052,39.32375747,7.053059896,0
IMAGEN (196).jpg,Pornografico,0.591331933,0.671897458,25.76309289,105.5079051,146.4671854,0.638381094,0.426241926,0.346383344,1.4868817,0,0.337593404,0,47.62741165,1569.78593,0.135002051,288,276,8.617675781,2.821777344,60.73726417,16.21907552,0.035316124
IMAGEN (197).jpg,Pornografico,0.425511306,0.780903614,27.82519115,111.8564263,194.3536777,0.548082622,0.780070434,0.316821351,0.44106418,0,0.797523148,0,45.08476031,3152.417531,0.068017382,310,277,17.50960286,4.219726563,61.56850089,29.81933594,0
IMAGEN (198).jpg,Pornografico,0.394630435,0.52133664,54.04492039,65.57429903,204.5676466,0.406904854,0.209642092,0.195176263,-0.207889927,0,1.116729563,0,73.30631357,5388.269478,0.04380546,329,346,32.94547526,0.71484375,50.51444174,35.58463542,0
IMAGEN (199).jpg,Pornografico,0.484215797,0.829786161,12.66195043,119.6782964,144.443785,0.485758876,0.220414691,0.135283027,0.133810977,0,0.248974709,0,23.32914639,1705.727056,0.08759301,315,157,6.60172526,5.990071615,50.67522542,40.72981771,0.0138828
IMAGEN (200).jpg,Pornografico,0.388834694,0.530762572,12.18558841,97.22812049,175.7550093,0.565728148,0.77983543,0.440940452,0.09195307,0,1.469990933,1,8.755013251,5216.865366,0.043179393,314,274,30.44140625,10.1796875,57.5871167,53.11848958,0
IMAGEN (201).jpg,Pornografico,0.470852041,0.810609088,16.16456972,110.2177322,160.1718818,0.531641476,0.609045238,0.304863441,-0.714479048,156175,1.590490319,1,19.02745694,6056.255193,0.047211992,299,292,44.85693359,4.360188802,58.99224407,52.92382813,0
IMAGEN (202).jpg,Pornografico,0.619817957,0.592335766,11.05848958,125.7210775,159.980778,0.647522786,0.92761262,0.329565316,-0.600636466,0,1.985572684,1,15.95672707,6585.225756,0.054975483,343,290,61.75602214,4.490722656,64.8492535,66.53157552,0
IMAGEN (203).jpg,Pornografico,0.311703551,0.413305829,38.54161841,72.73163784,156.3441084,0.273293608,1.400433127,0.377836847,0.453512821,0,0.2909385,0,40.59540746,2221.124025,0.057912026,328,313,7.400878906,3.19921875,38.71037754,12.97070313,0
IMAGEN (204).jpg,Pornografico,0.461739586,0.755859053,30.81321362,63.92136003,173.1637228,0.481754596,0.718449567,0.367483808,0.056757158,0,0.936853457,0,44.33250003,5657.441051,0.033009131,222,244,27.3680013,3.103027344,60.45584603,34.19140625,0
IMAGEN (205).jpg,Pornografico,0.387418572,0.501967463,33.24882304,55.2922413,174.4505631,0.378602419,0.746768624,0.115692255,-0.916713602,0,0.800372495,0,46.03668934,5746.117241,0.029343537,295,278,25.09749349,2.158854167,50.03942197,29.29589844,0
